accession	ambiguous_bases	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	gtdb_type_designation	gtdb_type_designation_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count
GB_GCA_002256595.1	0	80.56	0	228	p__Euryarchaeota (UID49)	153	0	1284676	87.314995052	270	806158	54.8137581406	1471312	GB_GCA_002256595.1	t	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix sp002256595	not type material	none	f	80	77	23510	23510	10152	1	2886	NOLC01000252.1	10152	1	117	NOLC01000252.1	2868	4674	0	96.165	CP002565.838503.841364	Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosaetaceae;Methanosaeta;Methanosaeta concilii GP6	5447	5838	f	f	t	6307	6420	Scaffold	ASM225659v1	n/a	PRJNA338276	SAMN05908746	270	6307	none	2017-8-16	GCA_002256595.1	derived from metagenome	full	NSP1	none	none	0	0	Methanosaeta sp. NSP1	1714	na	0	none	none	none	none	none	2017/08/16	18	1917472	0	NSP1	The Ohio State University	1917472	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosaetaceae;g__Methanothrix;s__	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosaetaceae;g__Methanothrix;s__Methanosaeta sp. NSP1	574	1471312	11	0	none	1470738	0	NOLC00000000.1	1734	252	10152	1	1467	2632	0	99.046	251788	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosaetaceae;g__Methanosaeta;s__	1470	NOLC01000252.1	1467	2632	0	99.046	EU155908.1.1469	Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosaetaceae;Methanosaeta;uncultured archaeon	590	18	35	0
GB_GCA_002693925.2	0	61.6	0.86	188	p__Euryarchaeota (UID3)	125	0	1130899	95.7673162941	89	586422	49.6680311311	1180882	GB_GCA_002505695.1	f	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-N1;s__MGIIb-N1 sp002505695	not type material	none	f	19	19	59261	59286	none	0	none	none	none	0	none	none	none	none	none	none	none	none	13266	13268	f	f	t	19556	19556	Contig	ASM269392v2	n/a	PRJNA391943	SAMN07618744	89	19556	none	2018-6-20	GCA_002693925.2	derived from metagenome	full	IN913	none	none	0	0	Euryarchaeota archaeon	1052	na	0	none	none	none	none	none	2018/06/20	0	2026739	0	IN913	University of Southern California	2026739	d__Archaea;p__Euryarchaeota;c__;o__;f__;g__;s__	d__Archaea;p__Euryarchaeota;x__unclassified Euryarchaeota;x__unclassified Euryarchaeota (miscellaneous);s__Euryarchaeota archaeon	0	1180882	11	30	none	1180882	0	NZKR00000000.2	1066	89	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	199	17	29	0
GB_GCA_900315655.1	0	96.8	0.8	188	p__Euryarchaeota (UID3)	125	0	1998443	77.5960270943	165	669549	25.999550332	2575445	GB_GCA_900314605.1	f	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_B;s__Methanobrevibacter_B sp900314605	not type material	none	f	26	26	91859	91859	none	0	none	none	none	0	none	none	none	none	none	none	none	none	15607	16197	f	f	t	28805	29070	Scaffold	Rumen uncultured genome RUG120	n/a	PRJEB21624	SAMEA104666884	165	28805	none	2018-3-21	GCA_900315655.1	derived from environmental_sample	full	RUG120	none	none	0	0	uncultured Methanobrevibacter sp.	0	na	0	none	none	none	none	none	2018/03/21	6	253161	0	RUG120	THE ROSLIN INSTITUTE	253161	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;x__environmental samples;s__uncultured Methanobrevibacter sp.	192	2575445	none	0	none	2575253	0	OMZW00000000.1	2250	159	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	212	19	32	1
GB_GCA_002496465.1	0	97.06	0.65	228	p__Euryarchaeota (UID49)	153	0	2179115	84.7206795025	257	1320436	51.9102563599	2572117	RS_GCF_000204415.1	f	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii	not type material	none	f	44	29	77550	98388	none	0	none	none	none	0	none	none	none	none	none	none	none	none	9897	18113	f	f	t	18367	27269	Scaffold	ASM249646v1	n/a	PRJNA348753	SAMN06027240	257	18367	none	2017-10-10	GCA_002496465.1	derived from metagenome	full	UBA356	none	none	0	0	Methanosaeta sp. UBA356	0	na	0	none	none	none	none	none	2017/10/10	115	1915559	0	UBA356	University of Queensland	1915559	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosaetaceae;g__Methanothrix;s__	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosaetaceae;g__Methanothrix;s__Methanosaeta sp. UBA356	28405	2572117	none	0	none	2543712	0	DAKC00000000.1	2674	142	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	28427	20	41	0
GB_GCA_002725275.1	0	70.74	1.6	188	p__Euryarchaeota (UID3)	125	100	1591015	95.0283499567	55	988469	59.1843736378	1674253	GB_GCA_002725275.1	t	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__Poseidonia;s__Poseidonia sp002725275	not type material	none	f	13	13	90000	90118	74510	2	530	PBOE01000004.1	19902	1	108	PBOE01000014.1	530	761	0	92.642	AHCG01000135.4146.6994	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group II;uncultured marine group II euryarchaeote	30366	30440	f	f	t	46538	46693	Contig	ASM272527v1	n/a	PRJNA391943	SAMN07618824	55	46693	none	2017-10-26	GCA_002725275.1	derived from metagenome	full	RS401	none	none	0	0	Euryarchaeota archaeon	1368	na	2	none	none	none	none	none	2017/10/26	0	2026739	1	RS401	Tara Oceans Consortium	2026739	d__Archaea;p__Euryarchaeota;c__;o__;f__;g__;s__	d__Archaea;p__Euryarchaeota;x__unclassified Euryarchaeota;x__unclassified Euryarchaeota (miscellaneous);s__Euryarchaeota archaeon	0	1674253	11	34	none	1674253	0	PBOE00000000.1	1382	55	6706	1	330	549	3.19e-155	96.667	4462887	k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__Marine group II;g__;s__	332	PBOE01000046.1	330	588	2e-166	98.788	JQ181903.1.901	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group II;uncultured archaeon	4101	15	36	0
GB_GCA_003167795.1	0	74.73	0	228	p__Euryarchaeota (UID49)	153	0	861602	82.8807735521	241	539078	52.0500805742	1039568	GB_GCA_003139855.1	f	d__Archaea;p__Halobacterota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	not type material	none	f	56	46	28956	28975	none	0	none	none	none	0	none	none	none	none	none	none	none	none	4297	5940	f	f	t	6010	7022	Scaffold	20110700_S2D	n/a	PRJNA386568	SAMN08178972	241	6017	none	2018-5-25	GCA_003167795.1	derived from metagenome	full	bog_21	none	none	0	0	Euryarchaeota archaeon	0	na	0	none	none	none	none	none	2018/05/25	66	2026739	0	bog_21	Australian Centre for Ecogenomics, The University of Queensland	2026739	d__Archaea;p__Euryarchaeota;c__;o__;f__;g__;s__	d__Archaea;p__Euryarchaeota;x__unclassified Euryarchaeota;x__unclassified Euryarchaeota (miscellaneous);s__Euryarchaeota archaeon	3373	1039568	none	0	none	1036195	0	PMVN00000000.1	1318	175	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	3877	16	25	0
GB_GCA_003163595.1	0	93.95	0.65	228	p__Euryarchaeota (UID49)	153	0	1180205	81.1803079776	242	752792	52.0368409265	1453807	GB_GCA_003139855.1	f	d__Archaea;p__Halobacterota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	not type material	none	f	37	24	67997	82774	13335	1	2903	PLVJ01000001.1	13335	1	103	PLVJ01000001.1	2903	2483	0	82.466	CP000477.847251.850138	Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosaetaceae;Methanosaeta;Methanosaeta thermophila PT	5977	11269	f	f	t	10865	16265	Scaffold	20120800_S2X	n/a	PRJNA386568	SAMN08180227	242	10869	none	2018-5-25	GCA_003163595.1	derived from metagenome	full	bog_84	none	none	0	0	Euryarchaeota archaeon	0	na	0	none	none	none	none	none	2018/05/25	113	2026739	0	bog_84	Australian Centre for Ecogenomics, The University of Queensland	2026739	d__Archaea;p__Euryarchaeota;c__;o__;f__;g__;s__	d__Archaea;p__Euryarchaeota;x__unclassified Euryarchaeota;x__unclassified Euryarchaeota (miscellaneous);s__Euryarchaeota archaeon	6666	1453807	none	0	none	1447141	0	PLVJ00000000.1	1685	129	13335	1	1439	2553	0	98.68	4332496	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanocellales;f__;g__;s__	1470	PLVJ01000001.1	1439	2553	0	98.68	JF789589.1.1440	Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Rice Cluster II;uncultured Methanomicrobiales archaeon	7155	16	33	0
GB_GCA_002507555.1	0	94.35	0	187	p__Euryarchaeota (UID3)	124	0	1416081	88.4600584453	161	745149	46.7233714361	1600814	GB_GCA_002498845.1	f	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__UBA509;s__UBA509 sp002498845	not type material	none	f	28	24	53199	53199	none	0	none	none	33684	1	115	DAZS01000078.1	none	none	none	none	none	none	9905	15102	f	f	t	18723	20202	Scaffold	ASM250755v1	n/a	PRJNA348753	SAMN06027141	161	18723	none	2017-10-10	GCA_002507555.1	derived from metagenome	full	UBA445	none	none	0	0	Thermoplasmatales archaeon UBA445	0	na	0	none	none	none	none	none	2017/10/10	55	1915716	0	UBA445	University of Queensland	1915716	d__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Thermoplasmatales;f__;g__;s__	d__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Thermoplasmatales;x__unclassified Thermoplasmatales;x__unclassified Thermoplasmatales (miscellaneous);s__Thermoplasmatales archaeon UBA445	6004	1600814	none	0	none	1594810	0	DAZS00000000.1	1693	106	14813	1	1440	2623	0	99.583	143671	k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Thermoplasmatales;f__Picrophilaceae;g__Thermogymnomonas;s__	1468	DAZS01000035.1	1456	2689	0	100	ACXK01000051.16727.18183	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Thermoplasmataceae;Thermoplasma;Thermoplasmatales archaeon A-plasma	6004	18	38	0
GB_GCA_002499595.1	0	63.99	0	188	p__Euryarchaeota (UID3)	125	0	1055822	91.1024652721	145	561723	49.2550662597	1158939	GB_GCA_002503055.1	f	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__Thalassarchaeum;s__Thalassarchaeum sp002503055	not type material	none	f	29	22	39457	45908	24576	3	233	DAMJ01000005.1-#2	12352	1	111	DAMJ01000080.1	233	409	3.68e-113	98.283	KF900309.27081.29964	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group II;uncultured marine group II/III euryarchaeote AD1000_03_F11	7865	12199	f	f	t	12397	17687	Scaffold	ASM249959v1	n/a	PRJNA348753	SAMN06027433	145	12397	none	2017-10-10	GCA_002499595.1	derived from metagenome	full	UBA499	none	none	0	0	Euryarchaeota archaeon UBA499	0	na	0	none	none	none	none	none	2017/10/10	50	1915906	0	UBA499	University of Queensland	1915906	d__Archaea;p__Euryarchaeota;c__;o__;f__;g__;s__	d__Archaea;p__Euryarchaeota;x__unclassified Euryarchaeota;x__Marine Group II;s__Euryarchaeota archaeon UBA499	18500	1158939	none	0	none	1140439	0	DAMJ00000000.1	1038	95	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	18502	19	34	0
GB_GCA_002457605.1	0	59.35	0	188	p__Euryarchaeota (UID3)	125	0	981342	95.3531305931	31	552004	53.6360509383	1029166	GB_GCA_002457605.1	t	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__Thalassarchaeum;s__Thalassarchaeum sp002457605	not type material	none	f	10	10	82966	82966	39455	2	705	NTJT01000009.1	39455	1	111	NTJT01000009.1	705	1286	0	99.574	KF900309.27081.29964	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group II;uncultured marine group II/III euryarchaeote AD1000_03_F11	33198	33198	f	f	t	37633	37633	Contig	ASM245760v1	n/a	PRJNA352798	SAMN06890645	31	37633	none	2017-10-5	GCA_002457605.1	derived from metagenome	full	MED-G34	none	none	0	0	Marine Group II euryarchaeote MED-G34	904	na	1	none	none	none	none	none	2017/10/05	0	2007295	0	MED-G34	Universidad Miguel Hernandez	2007295	d__Archaea;p__Euryarchaeota;c__;o__;f__;g__;s__	d__Archaea;p__Euryarchaeota;x__unclassified Euryarchaeota;x__Marine Group II;s__Marine Group II euryarchaeote MED-G34	0	1029166	11	30	none	1029166	0	NTJT00000000.1	920	31	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	17	30	0
RS_GCF_002114285.1	0	99.85	0.19	417	f__Halobacteriaceae (UID96)	263	0	3051304	84.6749455398	155	2399728	66.5934425775	3603550	RS_GCF_002114285.1	t	d__Archaea;p__Halobacterota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum ezzemoulense	type strain of species	LPSN; DSMZ; StrainInfo	f	26	26	153528	153528	5223	1	2901	NZ_NEDJ01000119.1	5223	3	116	NZ_NEDJ01000119.1	2896	5066	0	98.308	AOJL01000049.62547.65432	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;Halorubrum;Halorubrum coriense DSM 10284	23248	23248	t	f	f	40831	40831	Contig	ASM211428v1	n/a	PRJNA224116	SAMN06765717	155	40831	none	2017-4-28	GCA_002114285.1	none	full	none	none	none	0	0	Halorubrum ezzemoulense DSM 17463	3499	na	7	none	none	none	none	none	2017/04/28	0	337243	3	DSM 17463	University of Sevilla, Spain	1121945	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Halorubraceae;g__Halorubrum;s__Halorubrum ezzemoulense	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Halorubraceae;g__Halorubrum;s__Halorubrum ezzemoulense;x__Halorubrum ezzemoulense DSM 17463	0	3603550	11	57	assembly from type material	3603550	0	NEDJ00000000.1	3619	155	5223	1	1468	2687	0	99.728	4318401	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halorubrum;s__	1468	NZ_NEDJ01000119.1	1467	2710	0	100	AB663412.1.1470	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;Halorubrum;Halorubrum ezzemoulense	0	20	57	0
GB_GCA_002503285.1	0	84.53	0	188	p__Euryarchaeota (UID3)	125	0	1432799	93.9605638162	38	544402	35.7196190796	1524894	GB_GCA_002503285.1	t	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp002503285	not type material	none	f	7	6	283568	303087	83715	1	2866	DARI01000013.1	83715	1	109	DARI01000013.1	2864	5003	0	98.219	KP211856.15198.18072	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group II;uncultured marine group II euryarchaeote	40107	58649	f	f	t	80589	86948	Scaffold	ASM250328v1	n/a	PRJNA348753	SAMN06027275	38	80589	none	2017-10-10	GCA_002503285.1	derived from metagenome	full	UBA557	none	none	0	0	Euryarchaeota archaeon UBA557	0	na	0	none	none	none	none	none	2017/10/10	12	1915935	0	UBA557	University of Queensland	1915935	d__Archaea;p__Euryarchaeota;c__;o__;f__;g__;s__	d__Archaea;p__Euryarchaeota;x__unclassified Euryarchaeota;x__Marine Group II;s__Euryarchaeota archaeon UBA557	796	1524894	none	0	none	1524098	0	DARI00000000.1	1333	26	76559	1	1435	2639	0	99.861	2480257	k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__Marine group II;g__;s__	1468	DARI01000008.1	1435	2628	0	99.721	JN591981.1.1439	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group II;uncultured archaeon	796	19	37	0
RS_GCF_000194625.1	0	99.35	0	228	p__Euryarchaeota (UID49)	153	0	1719154	90.3893544654	1	894845	47.0489914787	1901943	RS_GCF_000194625.1	t	d__Archaea;p__Halobacterota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus_C;s__Archaeoglobus_C veneficus	type strain of species	LPSN; DSMZ; StrainInfo	f	1	1	1901943	1901943	1901943	1	2934	NC_015320.1	1901943	1	115	NC_015320.1	2933	5417	0	100	CP002588.801417.804363	Archaea;Euryarchaeota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;Archaeoglobus;Archaeoglobus veneficus SNP6	1901943	1901943	t	f	f	1901943	1901943	Complete Genome	ASM19462v1	n/a	PRJNA224116	SAMN00713598	none	none	none	2011-3-31	GCA_000194625.1	none	full	none	Black smoker wall; 3500 m depth	none	1	0	Archaeoglobus veneficus SNP6	2101	representative genome	3	none	none	none	none	none	2011/03/31	0	58290	1	SNP6	US DOE Joint Genome Institute (JGI-PGF)	693661	d__Archaea;p__Euryarchaeota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus;s__Archaeoglobus veneficus	d__Archaea;p__Euryarchaeota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus;s__Archaeoglobus veneficus;x__Archaeoglobus veneficus SNP6	0	1901943	11	46	assembly from type material	1901943	0	none	2153	1	1901943	1	1490	2752	0	100	4349961	k__Archaea;p__Euryarchaeota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus;s__	1491	NC_015320.1	1490	2752	0	100	CP002588.799661.801152	Archaea;Euryarchaeota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;Archaeoglobus;Archaeoglobus veneficus SNP6	0	20	46	0
GB_GCA_900317865.1	0	92.53	1.6	188	p__Euryarchaeota (UID3)	125	0	2029945	88.9634946158	154	720335	31.5704748226	2281773	GB_GCA_900317865.1	t	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A sp900317865	not type material	none	f	27	27	81507	81507	none	0	none	none	none	0	none	none	none	none	none	none	none	none	14816	15111	f	f	t	24284	24284	Scaffold	Rumen uncultured genome RUG338	n/a	PRJEB21624	SAMEA104666890	154	24284	none	2018-3-21	GCA_900317865.1	derived from environmental_sample	full	RUG338	none	none	0	0	uncultured Methanobrevibacter sp.	0	na	0	none	none	none	none	none	2018/03/21	3	253161	0	RUG338	THE ROSLIN INSTITUTE	253161	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;x__environmental samples;s__uncultured Methanobrevibacter sp.	86	2281773	none	0	none	2281687	0	ONIK00000000.1	2139	151	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	100	19	33	0
RS_GCF_002286985.1	0	99.76	0	417	f__Halobacteriaceae (UID96)	263	0	2997496	85.4803546063	27	2363402	67.3977349886	3506649	RS_GCF_002286985.1	t	d__Archaea;p__Halobacterota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum sp002286985	not type material	none	f	4	4	598689	598689	2603	2	2178	NZ_NSKC01000006.1	1014	3	115	NZ_NSKC01000007.1	2177	3821	0	98.346	AOJH01000060.60721.63621	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;Halorubrum;Halorubrum kocurii JCM 14978	129875	129875	t	f	f	371683	371683	Contig	ASM228698v1	n/a	PRJNA224116	SAMN07573028	27	371683	none	2017-9-6	GCA_002286985.1	none	full	none	none	none	0	0	Halorubrum sp. WN019	3280	na	5	none	none	none	none	none	2017/09/06	0	2032630	2	WN019	Institute of Agricultural c and Regional Planning, Chinese Academy of Agricultural Sciences	2032630	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Halorubraceae;g__Halorubrum;s__	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Halorubraceae;g__Halorubrum;s__Halorubrum sp. WN019	0	3506649	11	48	none	3506649	0	NSKC00000000.1	3352	27	346239	2	1467	2531	0	97.819	1104993	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halorubrum;s__	1468	NZ_NSKC01000005.1	1467	2531	0	97.819	JF449434.1.1482	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;Halorubrum;Halorubrum sp. YIM 93749	0	20	48	0
GB_GCA_002506325.1	0	95.39	0	187	p__Euryarchaeota (UID3)	124	0	1085487	91.4152051709	55	651576	55.2489260997	1187425	GB_GCA_001421175.1	f	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__RumEn-M2;s__RumEn-M2 sp001421175	not type material	none	f	9	5	135290	225012	52292	2	1688	DAXI01000011.1	225012	1	113	DAXI01000016.1	1498	1873	0	89.386	CP010070.159804.162705	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Thermoplasmatales Incertae Sedis;Candidatus Methanoplasma;Candidatus Methanoplasma termitum	21442	56544	f	f	t	48579	88420	Scaffold	ASM250632v1	n/a	PRJNA348753	SAMN06027164	55	48579	none	2017-10-10	GCA_002506325.1	derived from metagenome	full	UBA314	none	none	0	0	Methanomassiliicoccaceae archaeon UBA314	0	na	0	none	none	none	none	none	2017/10/10	34	1915638	0	UBA314	University of Queensland	1915638	d__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__;s__	d__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;x__unclassified Methanomassiliicoccaceae;s__Methanomassiliicoccaceae archaeon UBA314	8079	1187425	none	0	none	1179346	0	DAXI00000000.1	1238	21	52292	1	1046	1932	0	100	4429307	k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__[Methanomassiliicoccaceae];g__vadinCA11;s__	1849	DAXI01000011.1	1046	1910	0	99.618	JF980430.1.1420	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Thermoplasmatales Incertae Sedis;uncultured archaeon	8079	19	44	0
RS_GCF_000970205.1	0	100	0.65	228	p__Euryarchaeota (UID49)	153	0	3158464	76.2395433444	1	1715984	41.4207147988	4142816	RS_GCF_000970205.1	t	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	type strain of species	LPSN; DSMZ; StrainInfo	f	1	1	4142816	4142816	4142816	3	2890	NZ_CP009512.1-#3	4142816	3	116	NZ_CP009512.1-#2	2890	5337	0	100	CP004144.196091.198995	Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanosarcina;Methanosarcina mazei Tuc01	4142816	4142816	t	f	f	4142816	4142816	Complete Genome	ASM97020v1	n/a	PRJNA224116	SAMN03074583	none	none	none	2015-4-7	GCA_000970205.1	none	full	none	none	none	1	0	Methanosarcina mazei S-6	3483	representative genome	9	none	none	none	none	none	2015/04/07	0	2209	3	S-6	University of Illinois at Urbana-Champaign	213585	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei;x__Methanosarcina mazei S-6	0	4142816	11	57	assembly from type material	4142816	0	none	3558	1	4142816	3	1473	2710	0	99.864	439	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__mazei	1474	NZ_CP009512.1-#2	1473	2721	0	100	AE008384.2400692.2402165	Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanosarcina;Methanosarcina mazei Go1	0	20	57	0
